freq_hz,wsi,loc,grad,phase_disorder,coh_mean,admissible
904.40,0.0708,0.1585,0.6487,0.3749,0.9451,true
906.40,0.1245,0.1907,0.4464,0.3566,0.8758,true
908.39,0.0526,0.3277,0.5684,0.4095,0.8831,true
910.38,0.1512,0.4908,0.6072,0.3928,0.8941,true
912.37,0.0936,0.3629,0.4913,0.4237,0.9075,true
914.36,0.1495,0.1772,0.7645,0.3057,0.9342,true
916.36,0.1926,0.4497,0.4323,0.4663,0.9623,true
918.35,0.1261,0.3381,0.4781,0.3202,0.9058,true
920.34,0.1861,0.2306,0.3803,0.3145,0.9533,true
922.33,0.0836,0.2115,0.3494,0.2603,0.9633,true
924.32,0.1321,0.2445,0.5059,0.4250,0.9192,true
926.32,0.0873,0.3151,0.5337,0.3488,0.9024,true
928.31,0.1461,0.4132,0.5391,0.3388,0.9499,true
930.30,0.1032,0.2651,0.4400,0.2993,0.9571,true
932.29,0.1255,0.2827,0.4966,0.3827,0.9505,true
934.28,0.1035,0.3316,0.3229,0.3270,0.9548,true
936.28,0.0617,0.4259,0.4969,0.3020,0.9422,true
938.27,0.1038,0.2202,0.7499,0.4034,0.9044,true
940.26,0.1553,0.3876,0.5853,0.3783,0.8921,true
942.25,0.1368,0.2051,0.2308,0.3287,0.8760,true
944.24,0.0577,0.3744,0.4144,0.3099,0.9558,true
946.24,0.1068,0.1682,0.4934,0.2972,0.9284,true
948.23,0.0568,0.1707,0.3476,0.3350,0.9311,true
950.22,0.0521,0.4651,0.8573,0.2981,0.8848,true
952.21,0.1900,0.2468,0.5036,0.3038,0.8901,true
954.20,0.0550,0.3662,0.2390,0.4015,0.8985,true
956.20,0.0954,0.4985,0.6484,0.3392,0.9496,true
958.19,0.1112,0.2061,0.7168,0.2962,0.9451,true
960.18,0.1768,0.1444,0.4965,0.3679,0.8788,true
962.17,0.1114,0.1283,0.4401,0.3382,0.8943,true
964.16,0.1562,0.3711,0.5693,0.4108,0.9053,true
966.16,0.1385,0.3286,0.5194,0.2968,0.9241,true
968.15,0.1649,0.4146,0.5261,0.4576,0.8837,true
970.14,0.1497,0.3103,0.2985,0.4095,0.9509,true
972.13,0.0922,0.2819,0.4684,0.4406,0.8949,true
974.12,0.1395,0.2759,0.4267,0.3095,0.9252,true
976.12,0.0667,0.3233,0.3771,0.3862,0.9030,true
978.11,0.0958,0.4788,0.6986,0.2583,0.9542,true
980.10,0.1414,0.3110,0.3882,0.3885,0.9107,true
982.09,0.0561,0.1934,0.4440,0.3694,0.9313,true
984.08,0.1223,0.2311,0.5189,0.3911,0.9416,true
986.08,0.0646,0.3168,0.3066,0.3888,0.9336,true
988.07,0.0526,0.4522,0.6361,0.2310,0.9128,true
990.06,0.1163,0.2354,0.5752,0.3456,0.9800,true
992.05,0.0818,0.1189,0.5630,0.2539,0.9397,true
994.04,0.1410,0.4818,0.4671,0.4062,0.8963,true
996.04,0.0712,0.3854,0.5589,0.4263,0.9425,true
998.03,0.1643,0.4395,0.5664,0.4350,0.9090,true
1000.02,0.0972,0.2908,0.4405,0.2594,0.9716,true
1002.01,0.1439,0.3618,0.7670,0.3657,0.9782,true
1004.00,0.1971,0.1430,0.6170,0.3099,0.9385,true
1006.00,0.1885,0.1230,0.3367,0.4209,0.9199,true
1007.99,0.1385,0.4585,0.4793,0.4097,0.9416,true
1009.98,0.1824,0.4082,0.6202,0.3715,0.9646,true
1011.97,0.1843,0.2447,0.4403,0.3419,0.9751,true
1013.96,0.1619,0.2962,0.1651,0.4112,1.0000,true
1015.96,0.0624,0.2938,0.2377,0.4223,1.0000,true
1017.95,0.0668,0.2466,0.6781,0.3077,0.9307,true
1019.94,0.1296,0.4150,0.5239,0.4453,0.9541,true
1021.93,0.0772,0.1070,0.2978,0.2627,1.0000,true
1023.92,0.0566,0.3673,0.6327,0.2687,0.9446,true
1025.92,0.1276,0.2967,0.5169,0.3870,0.9857,true
1027.91,0.0644,0.4964,0.2932,0.2929,1.0000,true
1029.90,0.0529,0.3431,0.5972,0.2530,1.0000,true
1031.89,0.1018,0.4337,0.8121,0.3544,1.0000,true
1033.88,0.1694,0.1183,0.6950,0.4846,0.9645,true
1035.88,0.1751,0.1254,0.3270,0.4545,1.0000,true
1037.87,0.1072,0.2207,0.2289,0.2562,1.0000,true
1039.86,0.0768,0.3303,0.5133,0.3116,0.9682,true
1041.85,0.1136,0.1008,0.6076,0.3719,0.9986,true
1043.84,0.1179,0.1553,0.3914,0.2781,0.9799,true
1045.84,0.0752,0.3651,0.5662,0.4051,1.0000,true
1047.83,0.1439,0.2997,0.6336,0.3881,1.0000,true
1049.82,0.1259,0.1110,0.5900,0.3330,0.9982,true
1051.81,0.1785,0.1204,0.5144,0.4701,1.0000,true
1053.80,0.1328,0.2785,0.5399,0.4552,0.9751,true
1055.80,0.1948,0.3662,0.3403,0.3292,1.0000,true
1057.79,0.0755,0.4206,0.1728,0.3188,0.9874,true
1059.78,0.0757,0.2378,0.6702,0.2437,0.9594,true
1061.77,0.1397,0.1631,0.7497,0.4023,1.0000,true
1063.76,0.1693,0.4499,0.5155,0.4110,0.9587,true
1065.76,0.1469,0.3585,0.3976,0.4236,0.9761,true
1067.75,0.1331,0.3554,0.3096,0.3797,0.9517,true
1069.74,0.0783,0.1980,0.4634,0.3932,0.9472,true
1071.73,0.1211,0.3695,0.7557,0.3236,0.9574,true
1073.72,0.1741,0.4841,0.6643,0.4543,0.9618,true
1075.72,0.1832,0.2250,0.4334,0.3185,0.9541,true
1077.71,0.1511,0.4234,0.2451,0.3943,0.9822,true
1079.70,0.0908,0.2245,0.4426,0.4404,0.9537,true
1081.69,0.1314,0.2221,0.4358,0.2743,0.9783,true
1083.68,0.0687,0.4349,0.4552,0.4114,0.9381,true
1085.68,0.1165,0.3821,0.7440,0.2692,0.9849,true
1087.67,0.1602,0.3649,0.4054,0.4259,0.9197,true
1089.66,0.0832,0.2977,0.3214,0.3233,0.9802,true
1091.65,0.0959,0.1131,0.6610,0.3807,0.9719,true
1093.64,0.1440,0.2882,0.4397,0.4429,1.0000,true
1095.64,0.0752,0.2375,0.2526,0.4354,0.9320,true
1097.63,0.0544,0.4168,0.7390,0.3501,0.9227,true
1099.62,0.1648,0.2017,0.8778,0.4620,0.9620,true
1101.61,0.1951,0.1497,0.5434,0.3164,0.8972,true
1103.60,0.1823,0.1142,0.4040,0.3002,0.9647,true
1105.60,0.1613,0.4849,0.4359,0.3619,0.9746,true
1107.59,0.1602,0.2978,0.5404,0.4179,0.9574,true
1109.58,0.1777,0.3169,0.4821,0.3148,0.9208,true
1111.57,0.1551,0.2580,0.2397,0.3790,0.9742,true
1113.56,0.0834,0.3298,0.3035,0.2729,0.9513,true
1115.56,0.0843,0.2090,0.7561,0.4261,0.9490,true
1117.55,0.1792,0.4161,0.5118,0.3865,0.9341,true
1119.54,0.0901,0.1840,0.2644,0.3788,0.9562,true
1121.53,0.0940,0.4578,0.5612,0.3696,0.9641,true
1123.52,0.1142,0.4818,0.4937,0.3030,0.9524,true
1125.52,0.0932,0.2413,0.4549,0.3507,0.9474,true
1127.51,0.0992,0.4373,0.6886,0.3393,0.9284,true
1129.50,0.1642,0.2977,0.7685,0.3922,0.9703,true
1131.49,0.1996,0.4427,0.3272,0.3169,0.8900,true
1133.48,0.1020,0.3015,0.4402,0.2540,0.9706,true
1135.48,0.1791,0.2660,0.4878,0.4651,0.9536,true
1137.47,0.0991,0.1114,0.4857,0.2688,0.9208,true
1139.46,0.1754,0.2819,0.5149,0.2952,0.9249,true
1141.45,0.1061,0.4505,0.5386,0.3523,0.9442,true
1143.44,0.1911,0.1216,0.4939,0.4781,0.9148,true
1145.44,0.1054,0.4100,0.3314,0.3032,0.9169,true
1147.43,0.1305,0.2990,0.4328,0.4373,0.9442,true
1149.42,0.0822,0.3183,0.3456,0.4322,0.9201,true
1151.41,0.0752,0.4153,0.7079,0.3848,0.9642,true
1153.40,0.1603,0.3224,0.8031,0.4162,0.9499,true
1155.40,0.1884,0.1334,0.2756,0.3318,0.9633,true
1157.39,0.0791,0.3750,0.3011,0.2963,0.9333,true
1159.38,0.1167,0.1989,0.6256,0.2742,0.9230,true
1161.37,0.1269,0.2900,0.4280,0.3925,0.9807,true
1163.36,0.0917,0.3333,0.5825,0.2739,0.9491,true
1165.36,0.1589,0.4116,0.5679,0.4328,0.9559,true
1167.35,0.1182,0.4003,0.4897,0.4126,0.9316,true
1169.34,0.1566,0.4415,0.4101,0.3847,0.9068,true
1171.33,0.0866,0.4303,0.5691,0.2717,0.9089,true
1173.32,0.1836,0.4890,0.7045,0.2990,0.9663,true
1175.32,0.1635,0.3677,0.3818,0.4021,0.9481,true
1177.31,0.1415,0.1393,0.1948,0.3938,0.9486,true
1179.30,0.0526,0.1521,0.5840,0.4099,1.0000,true
1181.29,0.1740,0.4615,0.7381,0.4190,1.0000,true
1183.28,0.1419,0.3808,0.2222,0.2982,0.9907,true
1185.28,0.0732,0.3045,0.4048,0.2983,1.0000,true
1187.27,0.1083,0.4530,0.5493,0.3622,0.9315,true
1189.26,0.0929,0.4923,0.3899,0.4427,0.9618,true
1191.25,0.0693,0.4781,0.5962,0.2556,1.0000,true
1193.24,0.1298,0.1335,0.5513,0.2866,0.9555,true
1195.24,0.0897,0.3876,0.3516,0.3977,1.0000,true
1197.23,0.0767,0.4554,0.6305,0.3790,0.9626,true
1199.22,0.1393,0.3443,0.5052,0.3494,1.0000,true
1201.21,0.0801,0.2605,0.3865,0.3045,0.9915,true
1203.20,0.0991,0.4485,0.7303,0.3726,0.9532,true
1205.20,0.1665,0.3203,0.3646,0.4820,1.0000,true
1207.19,0.0507,0.4210,0.4682,0.2319,0.9921,true
1209.18,0.1563,0.3563,0.6127,0.2863,1.0000,true
1211.17,0.0938,0.2505,0.4594,0.2802,0.9808,true
1213.16,0.1429,0.2756,0.7243,0.3681,0.9752,true
1215.16,0.1779,0.2082,0.4432,0.3347,0.9701,true
1217.15,0.1235,0.1990,0.4357,0.3335,0.9959,true
1219.14,0.1558,0.2284,0.5911,0.2889,1.0000,true
1221.13,0.1586,0.1000,0.2370,0.4149,1.0000,true
1223.12,0.0604,0.4823,0.5706,0.3528,0.9978,true
1225.12,0.1862,0.3421,0.4809,0.3419,0.9832,true
1227.11,0.0549,0.1662,0.2429,0.2434,0.9682,true
1229.10,0.0930,0.4180,0.5553,0.4415,0.9821,true
1231.09,0.0768,0.2356,0.4103,0.2758,1.0000,true
1233.08,0.0614,0.4931,0.4373,0.4105,1.0000,true
1235.08,0.0553,0.1881,0.6725,0.2665,0.9390,true
1237.07,0.1265,0.2139,0.6933,0.3307,1.0000,true
1239.06,0.1280,0.4927,0.6898,0.3131,0.9897,true
1241.05,0.1980,0.3483,0.5141,0.3085,0.9342,true
1243.04,0.1347,0.4435,0.1483,0.3296,1.0000,true
1245.04,0.0700,0.4146,0.3056,0.3075,1.0000,true
1247.03,0.0646,0.4246,0.7568,0.3420,0.9843,true
1249.02,0.1661,0.2619,0.4786,0.4721,1.0000,true
1251.01,0.0583,0.1688,0.5467,0.3166,1.0000,true
1253.00,0.1849,0.4137,0.7993,0.2981,1.0000,true
1254.99,0.1701,0.3939,0.4817,0.3729,0.9545,true
1256.99,0.1796,0.2891,0.4869,0.4328,0.9121,true
1258.98,0.1668,0.4211,0.5246,0.4114,0.9996,true
1260.97,0.1902,0.4115,0.5107,0.4869,0.9420,true
1262.96,0.1723,0.4089,0.3836,0.3470,0.9081,true
1264.95,0.1489,0.1461,0.2783,0.3551,1.0000,true
1266.95,0.0921,0.3598,0.3656,0.4420,0.9136,true
1268.94,0.1009,0.1305,0.6454,0.3942,0.9025,true
1270.93,0.1472,0.1045,0.7365,0.3619,0.9142,true
1272.92,0.1896,0.2723,0.3405,0.3962,0.9384,true
1274.91,0.0900,0.1924,0.1475,0.3494,0.9700,true
1276.91,0.0612,0.2783,0.5391,0.2603,0.9053,true
1278.90,0.1059,0.2478,0.6534,0.2733,0.9158,true
1280.89,0.1193,0.1769,0.5599,0.3837,0.9420,true
1282.88,0.1295,0.2996,0.3082,0.4393,0.9460,true
1284.87,0.0501,0.4574,0.4075,0.3983,0.9274,true
1286.87,0.0970,0.3514,0.5650,0.3685,0.9308,true
1288.86,0.0756,0.3976,0.5687,0.2551,0.9202,true
1290.85,0.1238,0.4407,0.8315,0.2809,0.9655,true
1292.84,0.1993,0.4591,0.6135,0.4869,0.9340,true
1294.83,0.1672,0.3167,0.1113,0.4296,0.9466,true
1296.83,0.0576,0.3715,0.3546,0.2777,0.9211,true
1298.82,0.1151,0.2958,0.7181,0.3872,0.9271,true
1300.81,0.1395,0.1067,0.6061,0.4696,0.9307,true
1302.80,0.1557,0.2170,0.5537,0.3964,0.9908,true
1304.79,0.1609,0.2947,0.4058,0.3729,0.9998,true
1306.79,0.1226,0.4607,0.3327,0.2887,0.9726,true
1308.78,0.1007,0.2822,0.4193,0.4348,0.9295,true
1310.77,0.0944,0.1998,0.6035,0.3579,0.9425,true
1312.76,0.1404,0.3183,0.7587,0.4343,0.9224,true
1314.75,0.1912,0.1909,0.3132,0.4266,0.9193,true
1316.75,0.0731,0.2317,0.3666,0.2435,0.9257,true
1318.74,0.1436,0.4049,0.5997,0.3495,0.9770,true
1320.73,0.1114,0.3538,0.5523,0.4552,0.9976,true
1322.72,0.1644,0.1364,0.7196,0.4042,0.9745,true
1324.71,0.1938,0.4069,0.4917,0.3894,0.9282,true
1326.71,0.1629,0.1083,0.3820,0.4042,1.0000,true
1328.70,0.1519,0.4795,0.3983,0.3813,0.9504,true
1330.69,0.1269,0.2299,0.5423,0.3101,0.9477,true
1332.68,0.1690,0.1911,0.5623,0.4414,0.9501,true
1334.67,0.1514,0.4889,0.5308,0.3433,1.0000,true
1336.67,0.1819,0.1027,0.5595,0.4232,1.0000,true
1338.66,0.1749,0.3374,0.4942,0.3536,0.9641,true
1340.65,0.1813,0.4664,0.1691,0.4273,0.9584,true
1342.64,0.0545,0.3260,0.5026,0.2481,0.9804,true
1344.63,0.1838,0.2504,0.5495,0.4308,0.9859,true
1346.63,0.0742,0.2307,0.1515,0.2388,1.0000,true
1348.62,0.0569,0.3583,0.6106,0.3387,0.9823,true
1350.61,0.1165,0.4191,0.6888,0.3395,1.0000,true
1352.60,0.1280,0.4418,0.5187,0.3097,0.9971,true
1354.59,0.1250,0.2700,0.3648,0.4617,0.9759,true
1356.59,0.0797,0.2530,0.3886,0.4245,0.9787,true
1358.58,0.0854,0.3791,0.7079,0.3377,0.9561,true
1360.57,0.1578,0.2087,0.4527,0.3046,0.9710,true
1362.56,0.0695,0.3869,0.3499,0.3399,0.9733,true
1364.55,0.1041,0.3212,0.5078,0.4354,0.9596,true
1366.55,0.0739,0.3277,0.7118,0.2922,1.0000,true
1368.54,0.1836,0.4865,0.7453,0.4317,1.0000,true
1370.53,0.1659,0.2386,0.4672,0.4633,0.9580,true
1372.52,0.1731,0.2744,0.4518,0.4483,1.0000,true
1374.51,0.1496,0.2888,0.3934,0.3183,1.0000,true
1376.51,0.1353,0.1385,0.6287,0.3127,0.9760,true
1378.50,0.1986,0.1808,0.5170,0.3758,0.9749,true
1380.49,0.1431,0.1292,0.3601,0.3362,1.0000,true
1382.48,0.1486,0.1404,0.5534,0.2852,0.9442,true
1384.47,0.1644,0.3887,0.5646,0.4093,0.9888,true
1386.47,0.1739,0.3375,0.5921,0.4690,1.0000,true
1388.46,0.1998,0.4902,0.4133,0.3528,0.9261,true
1390.45,0.1435,0.4417,0.0995,0.4465,0.9206,true
1392.44,0.0538,0.1742,0.5825,0.2916,0.9368,true
1394.43,0.1754,0.2818,0.6916,0.3573,0.9875,true
1396.43,0.1259,0.4101,0.2774,0.3101,0.9242,true
1398.42,0.0949,0.1320,0.6106,0.2484,0.9603,true
1400.41,0.1682,0.3148,0.6115,0.4464,0.9890,true
1402.40,0.1375,0.3642,0.1784,0.4025,0.9132,true
1404.39,0.0512,0.3251,0.3139,0.3953,0.9041,true
1406.39,0.0705,0.4089,0.8477,0.3746,0.9502,true
1408.38,0.1809,0.2784,0.4818,0.3641,0.9229,true
1410.37,0.0653,0.1492,0.4410,0.3377,0.9305,true
1412.36,0.1607,0.1987,0.8382,0.3235,0.9075,true
1414.35,0.1915,0.4812,0.3358,0.3032,0.9196,true
1416.35,0.1017,0.4049,0.1162,0.3559,0.9361,true
1418.34,0.0516,0.1836,0.5951,0.2826,0.9036,true
1420.33,0.1383,0.1110,0.8692,0.3619,0.9214,true
1422.32,0.1891,0.2839,0.5111,0.3837,0.9123,true
1424.31,0.1439,0.3841,0.4592,0.3484,0.9392,true
1426.31,0.1756,0.1938,0.6052,0.3860,0.9579,true
1428.30,0.1842,0.2625,0.2984,0.4459,0.8809,true
1430.29,0.1029,0.3271,0.2641,0.3073,0.9381,true
1432.28,0.0988,0.2712,0.6639,0.3808,0.9269,true
1434.27,0.1648,0.4326,0.5886,0.4281,0.9687,true
1436.27,0.1330,0.4129,0.2642,0.3495,0.9751,true
1438.26,0.0795,0.2089,0.3419,0.2760,0.9143,true
1440.25,0.0762,0.4848,0.7846,0.3315,0.8803,true
1442.24,0.1859,0.1927,0.7844,0.3465,0.9023,true
1444.23,0.1826,0.3402,0.3911,0.3766,0.8740,true
1446.23,0.1473,0.1885,0.4476,0.3331,0.9329,true
1448.22,0.1648,0.2163,0.5432,0.3601,0.9350,true
1450.21,0.1647,0.3952,0.3210,0.3052,0.8950,true
1452.20,0.1004,0.3454,0.2009,0.3475,0.9622,true
1454.19,0.0560,0.3592,0.5390,0.2663,0.9125,true
1456.19,0.1163,0.1641,0.6555,0.3945,0.9508,true
1458.18,0.1148,0.4851,0.4316,0.3932,0.8807,true
1460.17,0.0926,0.4874,0.4772,0.3488,0.9615,true
1462.16,0.1080,0.4454,0.7350,0.4476,0.9485,true
1464.15,0.1807,0.2951,0.3775,0.4635,0.9223,true
1466.15,0.0644,0.1234,0.3013,0.3209,0.9717,true
1468.14,0.1090,0.4552,0.6499,0.2690,0.8949,true
1470.13,0.1211,0.4471,0.5832,0.3886,0.9015,true
1472.12,0.1412,0.2032,0.3369,0.4557,0.9556,true
1474.11,0.0626,0.1484,0.4851,0.2360,0.8940,true
1476.11,0.1373,0.2645,0.8280,0.3217,0.9048,true
1478.10,0.1850,0.3546,0.4425,0.4570,0.8965,true
1480.09,0.1176,0.2414,0.1892,0.4472,0.9016,true
1482.08,0.0720,0.2991,0.3509,0.4161,0.8950,true
1484.07,0.0642,0.4733,0.5829,0.3396,0.9739,true
1486.07,0.1041,0.3883,0.6415,0.4008,0.9001,true
1488.06,0.1179,0.1603,0.6547,0.4546,0.9665,true
1490.05,0.1626,0.1336,0.4452,0.3844,0.9042,true
1492.04,0.0992,0.3372,0.4924,0.2744,0.8857,true
1494.03,0.1613,0.3246,0.6889,0.3007,0.8882,true
1496.03,0.1703,0.4052,0.5170,0.2961,0.9681,true
1498.02,0.1692,0.3123,0.3370,0.3166,0.9685,true
1500.01,0.1118,0.2783,0.1786,0.3679,0.9734,true
1502.00,0.0522,0.3264,0.6203,0.3124,0.8913,true
1503.99,0.1577,0.1299,0.7551,0.3275,0.9371,true
1505.99,0.1478,0.1822,0.5730,0.4501,0.9483,true
1507.98,0.1861,0.2303,0.4641,0.4225,0.9432,true
1509.97,0.1361,0.4408,0.4656,0.2921,0.9292,true
1511.96,0.1750,0.4143,0.5497,0.3732,0.9026,true
1513.95,0.1559,0.1118,0.3695,0.4023,0.9059,true
1515.95,0.1284,0.1056,0.2411,0.3237,0.9053,true
1517.94,0.0620,0.1790,0.3026,0.3538,0.9851,true
1519.93,0.0572,0.3232,0.5973,0.3665,0.9433,true
1521.92,0.0994,0.4591,0.4841,0.2912,0.9738,true
1523.91,0.0528,0.1897,0.4993,0.4038,1.0000,true
1525.91,0.1007,0.1588,0.5310,0.2688,1.0000,true
1527.90,0.0658,0.2522,0.6639,0.2920,0.9410,true
1529.89,0.1626,0.3655,0.7941,0.3580,0.9315,true
1531.88,0.1757,0.2945,0.4144,0.4522,0.9947,true
1533.87,0.1326,0.3363,0.4872,0.3586,0.9575,true
1535.87,0.1725,0.1107,0.6436,0.4337,0.9893,true
1537.86,0.1871,0.1772,0.3823,0.3929,0.9457,true
1539.85,0.1307,0.1566,0.3594,0.3876,0.9826,true
1541.84,0.1368,0.3461,0.5181,0.4431,1.0000,true
1543.83,0.1389,0.4131,0.3512,0.4689,1.0000,true
1545.83,0.0835,0.2085,0.3729,0.2877,0.9769,true
1547.82,0.0936,0.1241,0.7822,0.4184,0.9706,true
1549.81,0.1890,0.1552,0.7040,0.4076,0.9817,true
1551.80,0.1703,0.4396,0.4936,0.4156,1.0000,true
1553.79,0.1882,0.2512,0.5546,0.4703,1.0000,true
1555.79,0.1919,0.4152,0.5046,0.4707,1.0000,true
1557.78,0.1914,0.1218,0.4850,0.4381,1.0000,true
1559.77,0.1879,0.4824,0.1664,0.4026,1.0000,true
1561.76,0.0700,0.3618,0.2250,0.3444,1.0000,true
1563.75,0.0881,0.1764,0.6554,0.3869,1.0000,true
1565.75,0.1288,0.4793,0.6033,0.4040,0.9992,true
1567.74,0.1277,0.2872,0.6224,0.4159,1.0000,true
1569.73,0.1755,0.1445,0.5862,0.3183,1.0000,true
1571.72,0.1610,0.4482,0.5526,0.3486,0.9766,true
1573.71,0.1964,0.1276,0.5652,0.4301,1.0000,true
1575.71,0.1866,0.1154,0.3467,0.4678,1.0000,true
1577.70,0.1414,0.1320,0.1762,0.3393,1.0000,true
1579.69,0.0688,0.4268,0.5274,0.3410,0.9617,true
1581.68,0.1530,0.2552,0.7206,0.4516,0.9952,true
1583.67,0.1516,0.4811,0.4623,0.2983,1.0000,true
1585.67,0.1407,0.2872,0.2241,0.3789,0.9532,true
1587.66,0.0515,0.4707,0.2694,0.2977,0.9383,true
1589.65,0.0573,0.3698,0.5762,0.3354,0.9916,true
1591.64,0.0811,0.3009,0.5521,0.3538,1.0000,true
1593.63,0.0780,0.1719,0.5551,0.2565,1.0000,true
1595.63,0.1029,0.4302,0.8053,0.4474,0.9615,true
1597.62,0.1920,0.3368,0.4038,0.3313,1.0000,true
1599.61,0.0690,0.4282,0.3762,0.3442,0.9205,true
1601.60,0.1479,0.2548,0.6989,0.2748,1.0000,true
1603.59,0.1438,0.2959,0.2967,0.3956,0.9264,true
1605.59,0.0746,0.2406,0.4206,0.3830,0.9486,true
1607.58,0.1161,0.2078,0.7114,0.4493,0.9183,true
1609.57,0.1540,0.2000,0.3595,0.4427,0.9075,true
1611.56,0.0659,0.2304,0.4843,0.2427,0.9224,true
1613.55,0.1497,0.3128,0.6058,0.3881,0.9487,true
1615.55,0.1064,0.4326,0.2642,0.3241,0.9055,true
1617.54,0.0644,0.4826,0.4042,0.2676,0.9207,true
1619.53,0.0726,0.1670,0.7008,0.2620,0.9855,true
1621.52,0.1399,0.1900,0.6738,0.3294,0.9126,true
1623.51,0.1382,0.2651,0.3314,0.3149,0.9788,true
1625.51,0.0793,0.3305,0.6217,0.3478,0.9752,true
1627.50,0.1846,0.3127,0.6541,0.3237,0.9462,true
1629.49,0.1376,0.3877,0.3772,0.4240,0.9290,true
1631.48,0.1408,0.4298,0.3674,0.3766,0.9354,true
1633.47,0.0903,0.1441,0.4707,0.3222,0.9248,true
1635.47,0.1316,0.4272,0.4083,0.3975,0.9187,true
1637.46,0.0581,0.2443,0.5483,0.4138,0.9393,true
1639.45,0.1509,0.1625,0.4909,0.3716,0.9350,true
1641.44,0.0562,0.3478,0.3617,0.3850,0.9625,true
1643.43,0.1015,0.4639,0.8092,0.4448,0.9526,true
1645.43,0.1717,0.2156,0.7492,0.4254,0.8888,true
1647.42,0.1948,0.1967,0.2286,0.4291,0.8810,true
1649.41,0.0732,0.3075,0.2899,0.3398,0.9547,true
1651.40,0.1190,0.2916,0.7212,0.4287,0.9028,true
1653.39,0.1562,0.2851,0.5335,0.4140,0.9176,true
1655.39,0.1329,0.1378,0.3676,0.3510,0.9711,true
1657.38,0.1090,0.4211,0.2819,0.3754,0.9272,true
1659.37,0.0540,0.4577,0.7070,0.2700,0.9493,true
1661.36,0.1868,0.1277,0.5211,0.3533,0.8974,true
1663.35,0.0633,0.4051,0.3514,0.4225,0.8889,true
1665.35,0.1336,0.1950,0.8170,0.3148,0.9306,true
1667.34,0.1817,0.3535,0.4889,0.3968,0.8857,true
1669.33,0.1310,0.1343,0.5075,0.3200,0.8877,true
1671.32,0.1860,0.4671,0.4223,0.3250,0.9023,true
1673.31,0.1039,0.3935,0.3491,0.2825,0.8735,true
1675.31,0.1319,0.3425,0.3995,0.4423,0.9545,true
1677.30,0.0684,0.3963,0.4647,0.3681,0.8795,true
1679.29,0.1204,0.1903,0.5983,0.3683,0.8917,true
1681.28,0.1062,0.4989,0.6753,0.4309,0.9645,true
1683.27,0.1865,0.3674,0.5851,0.4648,0.9156,true
1685.27,0.1391,0.3716,0.1558,0.3153,0.8878,true
1687.26,0.0612,0.2516,0.6167,0.3339,0.9130,true
1689.25,0.1836,0.3092,0.7888,0.3498,0.8773,true
1691.24,0.1692,0.3756,0.1993,0.4650,0.9658,true
1693.23,0.0744,0.2996,0.2492,0.3622,0.9098,true
1695.23,0.0783,0.1743,0.4948,0.2699,0.8896,true
1697.22,0.0740,0.3895,0.4844,0.3038,0.9520,true
1699.21,0.0741,0.4991,0.4833,0.3931,0.9470,true
1701.20,0.0693,0.2512,0.5996,0.2512,0.8813,true
1703.19,0.1123,0.3164,0.4979,0.2915,0.9546,true
1705.19,0.0701,0.3635,0.6192,0.3492,0.9222,true
1707.18,0.1578,0.4697,0.6995,0.4685,0.9078,true
1709.17,0.1451,0.2911,0.5038,0.4585,0.8955,true
1711.16,0.1607,0.1286,0.5458,0.3729,0.8805,true
1713.15,0.1635,0.1449,0.4712,0.2847,0.8926,true
1715.15,0.1517,0.2980,0.2486,0.4571,0.8855,true
1717.14,0.0724,0.1404,0.2741,0.2471,0.9481,true
1719.13,0.0699,0.4953,0.5836,0.3379,0.9147,true
1721.12,0.1048,0.4049,0.5326,0.2884,0.9240,true
1723.11,0.0835,0.4017,0.5145,0.3723,0.9087,true
1725.11,0.1117,0.1774,0.5029,0.2685,0.9405,true
1727.10,0.0861,0.4420,0.4086,0.3505,0.9176,true
1729.09,0.0795,0.2506,0.7858,0.4130,0.8895,true
1731.08,0.1929,0.1554,0.4550,0.4960,0.9195,true
1733.07,0.0644,0.4773,0.3928,0.3679,0.9481,true
1735.07,0.1549,0.4242,0.4624,0.3019,0.8974,true
1737.06,0.0521,0.3618,0.4771,0.4235,0.8727,true
1739.05,0.1480,0.1442,0.5060,0.2960,0.9156,true
1741.04,0.0559,0.1434,0.5349,0.3837,0.9060,true
1743.03,0.1624,0.1445,0.4820,0.3271,0.8949,true
1745.03,0.0508,0.3163,0.3535,0.4032,0.8952,true
1747.02,0.1100,0.1357,0.8441,0.4475,0.9333,true
1749.01,0.1791,0.2762,0.5485,0.4469,0.9286,true
1751.00,0.1294,0.3222,0.2624,0.4312,0.8812,true
1752.99,0.0931,0.1629,0.6561,0.2928,0.8842,true
1754.98,0.1885,0.3646,0.6059,0.4497,0.9653,true
1756.98,0.1336,0.4861,0.1868,0.3147,0.9027,true
1758.97,0.0746,0.2148,0.3210,0.2857,0.9602,true
1760.96,0.0692,0.3365,0.4994,0.3582,0.9542,true
1762.95,0.0759,0.4677,0.5331,0.3790,0.8870,true
1764.94,0.0829,0.1397,0.8297,0.3634,0.8752,true
1766.94,0.1989,0.4324,0.4229,0.4151,0.8754,true
1768.93,0.0561,0.3733,0.3128,0.2780,0.8788,true
1770.92,0.1314,0.4664,0.6290,0.4113,0.9585,true
1772.91,0.1051,0.1142,0.5184,0.2716,0.9016,true
